mortality_rate,T2M,O3
1.48,282.022,69.425
1.266,282.643,63.901
1.409,277.403,24.564
1.373,275.477,39.484
1.569,274.597,30.567
1.088,271.932,20.512
1.319,271.533,24.909
1.319,274.587,20.073
1.302,276.816,33.492
1.48,276.833,41.994
1.694,279.051,50.01
1.159,277.286,46.536
1.462,273.253,55.013
1.426,271.592,44.677
1.195,271.516,34.869
1.64,272.215,37.923
1.302,271.481,28.435
1.141,277.969,46.324
1.498,279.602,56.227
1.105,278.621,60.543
1.498,282.633,76.265
1.302,282.846,77.76
1.212,282.391,77.766
1.373,280.234,71.774
1.105,276.421,40.826
1.426,281.05,46.474
1.444,281.473,38.37
1.426,282.082,41.611
1.426,279.313,53.153
1.248,279.601,62.966
0.82,276.301,48.143
1.212,276.848,44.36
1.07,277.574,40.906
1.302,277.158,23.487
1.141,277.438,16.215
1.088,278.246,13.889
1.195,277.796,25.421
1.123,276.58,12.917
1.302,278.657,15.476
1.266,281.281,47.178
1.016,281.468,60.759
1.212,282.907,52.343
1.426,279.951,67.655
0.981,277.41,63.9
1.23,276.352,51.868
1.212,275.711,43.039
1.337,275.978,52.536
1.177,274.772,37.2
1.105,274.807,45.365
1.212,277.039,26.933
1.302,275.196,64.005
1.373,274.181,41.332
1.462,275.77,39.847
1.516,278.712,70.207
1.426,280.662,78.727
1.284,279.605,68.297
1.391,281.201,59.34
1.266,278.842,59.173
0.927,277.145,41.53
1.284,281.981,28.184
1.462,281.531,21.243
1.266,280.065,44.383
1.159,277.294,47.231
1.337,278.03,49.053
1.337,280.469,64.289
1.195,282.906,52.323
0.927,283.072,44.627
1.266,283.17,39.745
1.034,282.221,35.905
1.355,282.016,37.765
1.426,280.727,31.193
0.909,280.657,46.159
1.23,280.79,42.287
1.016,281.968,38.892
1.123,281.702,55.525
1.302,284.873,66.366
1.052,286.311,56.124
1.302,285.209,65.035
1.266,281.342,63.675
1.159,281.047,71.296
1.355,284.463,68.871
1.123,287.534,70.117
1.123,284.177,63.049
0.891,284.731,55.564
1.177,285.726,53.679
1.088,284.796,60.4
1.123,282.794,64.717
1.177,280.941,72.316
1.319,279.551,65.02
0.927,283.141,55.604
1.533,283.66,43.303
0.874,284.297,58.052
1.266,284.986,58.899
1.498,285.535,66.332
1.052,286.499,68.839
1.23,287.623,70.68
1.034,289.151,75.536
1.266,289.467,82.423
1.195,288.911,66.572
0.981,287.264,69.216
1.123,286.766,68.045
0.909,284.602,67.72
1.105,283.548,70.163
1.07,283.692,69.854
1.337,285.297,78.364
1.105,286.967,86.403
0.927,286.127,87.913
0.998,283.856,87.53
1.266,282.929,79.216
1.123,283.519,74.681
1.23,285.89,68.99
1.07,288.373,78.935
1.248,288.692,80.546
1.088,287.574,82.999
1.141,285.725,69.433
0.998,286.512,65.368
1.016,285.492,67.091
1.105,284.455,72.354
0.891,283.632,67.688
1.123,282.753,68.704
1.159,283.194,72.688
0.998,286.011,63.584
1.016,286.196,62.496
1.248,285.457,63.088
0.998,284.615,58.692
1.319,285.226,67.844
1.052,286.338,66.303
1.195,285.394,69.179
1.088,284.913,62.163
0.874,284.484,55.03
0.909,285.843,59.962
1.016,284.166,57.813
1.141,284.292,66.662
1.016,284.978,68.56
1.195,286.565,62.17
1.052,284.121,57.834
1.373,283.608,56.234
0.981,286.531,57.985
0.945,289.844,47.344
0.82,290.772,46.416
1.034,290.056,47.308
0.963,285.95,65.763
1.123,285.834,61.607
1.07,284.892,62.552
1.07,284.865,63.976
1.212,284.372,58.033
1.248,283.149,53.559
0.838,283.683,52.168
1.088,282.784,45.422
1.248,288.156,51.187
0.891,288.468,64.091
1.105,288.242,48.155
1.266,285.708,60.576
1.052,284.416,55.604
1.337,285.937,51.039
0.998,285.944,56.233
0.998,287.715,50.519
1.319,287.813,56.432
0.981,286.929,57.382
0.713,285.689,56.91
0.785,285.423,58.257
0.963,289.683,40.871
1.23,293.422,38.686
1.141,295.149,51.85
1.212,288.978,53.513
0.838,286.34,49.703
1.141,286.144,50.06
1.052,286.934,55.547
1.195,288.53,58.617
1.141,290.607,67.41
1.052,292.329,77.477
1.07,290.224,67.383
0.927,287.06,48.645
0.927,287.382,49.644
1.177,286.432,50.755
0.981,288.351,54.861
0.927,287.801,47.716
1.177,289.184,51.808
0.874,288.821,53.787
0.998,286.912,45.92
1.034,288.577,53.264
1.034,288.875,55.482
1.266,287.479,45.368
1.23,286.651,43.123
1.123,285.865,50.471
0.785,287.473,44.386
0.981,287.118,42.595
0.963,287.082,42.321
0.927,286.119,42.729
1.034,286.366,48.643
0.998,288.023,54.299
1.123,288.581,51.379
1.034,289.193,48.529
0.856,289.967,44.014
1.123,290.745,50.268
1.034,288.952,42.139
0.927,289.262,48.302
1.123,291.337,72.628
0.891,291.004,54.952
1.016,291.245,41.663
0.767,291.511,49.503
0.802,290.068,35.688
0.874,289.187,45.587
1.052,287.756,39.175
0.891,286.396,43.525
0.963,286.931,44.429
1.195,286.823,49.716
1.016,287.829,48.733
0.82,289.767,43.177
1.195,290.124,33.98
0.802,289.531,43.223
0.785,288.229,46.44
0.963,287.027,48.251
1.07,288.876,50.582
0.891,287.691,40.232
0.713,287.554,30.598
0.767,287.872,47.26
0.82,290.544,55.941
1.123,289.756,52.882
0.927,289.278,41.765
1.088,288.668,46.785
1.034,287.443,44.774
0.909,287.678,48.384
1.23,285.134,35.024
0.945,285.777,44.531
0.963,286.136,49.283
1.105,285.985,54.049
1.088,286.843,45.151
1.034,286.642,41.443
1.248,288.314,43.771
0.606,289.878,48.272
0.945,289.847,55.949
1.337,288.252,52.395
1.177,286.183,51.036
0.963,287.22,51.694
1.034,285.708,46.358
1.088,287.212,50.504
1.07,290.494,30.77
0.981,290.536,41.178
1.195,287.731,57.127
0.981,288.547,58.426
1.159,286.186,53.692
1.088,285.986,46.283
1.123,286.424,32.5
0.874,286.174,37.408
0.909,284.685,43.275
1.034,284.335,40.695
0.927,286.488,46.165
1.212,287.668,44.986
1.016,285.609,48.443
0.981,285.679,41.551
0.998,286.544,44.42
1.177,287.141,54.089
0.713,288.336,56.196
1.195,287.745,45.917
0.927,289.057,35.048
1.052,291.665,48.247
1.016,292.35,60.251
1.159,292.236,65.693
0.82,292.454,69.081
0.963,291.64,70.418
1.088,291.358,73.631
0.785,286.962,55.735
0.927,288.681,52.729
0.838,283.212,52.579
1.034,283.57,46.764
1.105,284.837,48.162
0.874,288.589,38.305
0.909,288.447,46.583
0.981,288.107,46.67
1.123,288.067,42.282
0.981,286.743,23.005
0.802,285.77,23.91
1.088,283.132,22.09
0.927,284.734,36.707
0.927,284.578,58.426
1.07,281.017,53.683
1.105,279.93,46.92
1.195,279.836,38.159
1.177,284.007,47.341
0.82,282.884,49.232
1.07,287.363,66.071
0.981,287.494,50.046
1.444,283.267,48.163
1.337,281.651,38.248
1.195,282.408,20.564
0.981,280.809,27.788
1.105,283.437,43.002
1.373,286.55,53.056
0.998,286.756,51.112
1.105,283.744,41.97
1.444,284.672,39.609
1.212,286.203,39.134
1.373,284.114,28.296
1.016,282.373,31.088
1.052,279.917,29.858
1.159,280.514,24.374
1.052,282.578,18.397
1.159,283.766,21.988
1.266,284.465,17.735
1.212,284.468,13.826
0.963,284.031,33.575
1.141,284.539,21.731
1.373,281.165,23.69
1.034,280.094,17.865
0.713,280.515,9.72
1.105,282.692,31.26
1.07,284.139,46.951
1.159,281.632,20.149
1.195,279.635,15.007
1.105,280.851,11.994
1.141,282.148,20.181
1.23,280.918,36.311
1.195,283.55,50.689
1.248,281.086,51.979
1.48,283.374,56.414
1.088,281.095,58.291
1.48,279.779,37.17
0.802,282.388,60.423
0.945,281.029,51.577
1.426,278.53,41.728
1.319,277.531,37.136
1.373,280.271,63.67
1.177,278.089,59.631
1.23,276.004,53.334
1.177,277.411,51.928
1.391,277.843,60.462
1.391,280.169,58.871
1.266,276.237,51.767
1.319,275.762,43.963
1.444,279.144,53.097
1.212,277.645,50.663
1.284,277.466,60.406
1.409,276.222,51.96
1.409,276.479,46.351
1.391,274.266,41.872
1.337,274.522,38.408
1.391,274.464,39.898
1.462,277.449,39.944
1.676,277.8,48.263
1.052,282.344,43.14
1.426,282.156,47.506
1.498,279.985,54.55
1.212,279.282,53.95
1.355,283.335,62.103
1.319,283.117,59.662
1.212,281.198,57.817
1.319,279.714,60.209
1.462,278.598,63.076
1.337,279.3,49.295
1.48,283.456,55.141
1.74,277.632,39.35
1.825,274.313,44.466
1.518,272.502,21.105
1.893,274.911,24.477
1.706,277.628,39.017
1.501,275.668,17.012
1.774,278.63,30.239
1.672,278.823,48.568
1.672,275.976,41.02
1.774,277.209,37.801
1.586,278.186,41.559
1.518,281.042,31.056
1.842,283.677,39.826
1.672,282.589,48.974
1.433,282.125,62.421
1.416,283.798,57.964
1.313,279.803,34.851
1.535,277.239,30.347
1.416,276.555,31.932
1.382,277.181,39.711
1.416,275.007,25.614
1.382,276.825,48.36
1.006,278.727,61.545
1.075,277.711,45.025
1.416,279.046,34.687
1.075,277.307,47.696
1.194,274.42,59.943
1.569,273.506,51.176
1.382,273.897,45.004
1.211,275.189,52.814
1.16,273.462,32.33
1.382,276.999,27.233
1.228,278.959,39.588
1.638,279.044,50.072
1.041,283.581,70.407
1.126,283.586,73.339
0.921,283.015,72.961
1.245,281.447,68.85
1.228,276.865,34.269
0.972,280.721,31.546
1.228,281.349,30.437
1.194,281.962,38.37
1.365,280.748,37.996
1.245,279.151,54.281
1.262,278.444,47.796
1.006,277.959,46.156
1.331,278.774,44.38
1.023,278.085,24.255
1.245,276.914,28.479
1.382,277.36,22.429
1.279,277.24,23.512
1.058,277.096,20.391
1.365,277.345,15.373
1.211,280.071,23.529
0.989,281.691,37.034
1.296,282.82,38.178
1.211,281.529,60.261
1.211,278.319,61.261
1.092,276.732,66.793
1.331,277.124,67.31
1.279,276.871,69.372
1.126,275.502,70.554
1.296,275.615,65.844
0.972,277.106,57.902
1.262,276.059,78.605
1.331,276.315,51.66
1.399,276.941,32.72
1.382,279.2,58.82
1.262,281.441,68.027
1.382,280.264,58.037
1.416,280.865,51.488
1.535,281.163,42.17
1.092,278.953,44.325
1.262,281.576,26.209
1.058,280.539,38.238
1.177,279.301,44.367
1.126,278.284,44.486
1.16,277.843,48.33
1.416,279.881,42.949
1.075,281.947,38.574
1.348,282.675,33.656
1.075,281.858,39.815
1.433,281.749,43.487
1.194,281.407,39.92
1.262,280.023,47.961
1.177,280.31,55.149
1.433,280.643,51.005
1.041,282.296,47.995
1.279,282.287,45.538
1.296,285.465,56.272
1.16,286.348,50.502
1.023,286.891,47.348
1.296,283,59.799
1.484,282.244,64.144
1.109,284.394,65.438
1.16,288.041,55.675
1.109,285.076,56.38
1.058,284.281,56.921
1.177,283.067,63.447
1.126,283.316,57.394
1.194,284.441,52.889
0.887,281.89,68.526
1.262,280.616,52.434
1.143,282.637,56.224
1.143,283.949,46.802
1.041,284.692,43.098
1.296,284.859,47.74
1.228,284.811,59.731
1.126,287.15,59.976
1.058,287.734,58.772
1.433,288.165,75.419
1.262,289.166,73.883
1.365,289.3,78.009
1.023,287.747,79.937
1.023,286.17,82.184
1.075,284.462,88.369
1.211,283.153,82.595
1.006,284.262,86.425
1.143,286.41,77.728
1.058,286.803,86.889
1.109,285.749,88.95
1.058,283.599,89.748
1.365,282.735,82.602
1.279,282.717,76.347
1.228,286.17,75.57
1.262,289.272,82.272
1.399,290.725,82.029
1.126,289.104,75.172
1.023,287.894,69.641
0.972,288.306,66.016
0.904,286.907,55.585
0.955,285.963,65.382
0.87,285.917,65.074
0.972,284.644,71.084
0.989,284.871,69.611
0.972,287.662,55.018
1.109,287.788,55.287
1.109,287.287,48.473
1.16,286.357,53.645
1.075,287.376,58.981
1.092,287.909,66.794
1.365,287.757,66.05
1.058,287.326,59.844
0.921,286.401,53.459
0.955,287.133,59.466
1.177,285.749,54.61
0.938,285.539,54.941
1.16,285.984,56.797
1.382,288.823,57.846
1.006,287.747,47.916
1.075,285.102,54.144
1.109,287.832,49.265
1.279,289.437,53.311
1.126,289.106,54.941
0.887,289.031,56.98
0.768,287.654,75.51
1.058,285.955,60.42
1.109,287.673,58.72
1.041,287.124,60.825
1.177,286.511,53.635
0.87,285.072,49.276
0.989,285.262,52.877
1.023,284.172,55.147
0.921,289.994,45.603
1.211,289.069,62.944
0.938,289.835,43.597
1.092,287.03,51.53
1.109,286.107,50.315
1.177,286.832,48.552
0.938,287.554,51.486
0.904,288.269,48.382
1.126,289.751,49.785
0.802,287.876,53.082
1.023,287.197,51.121
1.023,287.405,55.06
0.87,290.281,39.472
1.211,292.711,38.281
1.706,296.446,61.06
1.109,291.443,47.091
1.006,288.953,52.06
1.023,287.477,47.435
0.802,287.916,52.393
0.819,288.708,55.308
1.075,290.426,67.432
0.938,290.637,69.044
0.887,291.696,67.259
1.058,289.185,55.102
1.075,288.735,51.633
1.194,288.079,54.001
0.972,289.775,56.89
0.904,289.439,50.351
1.177,290.18,54.534
0.853,289.28,62.57
0.938,287.345,51.913
0.87,288.267,49.869
0.938,290.878,60.086
1.023,288.238,45.379
1.023,287.994,39.205
1.058,287.716,44.902
1.041,288.337,40.042
1.143,288.293,39.367
0.989,287.91,46.653
1.245,287.521,51.381
1.092,287.24,48.328
1.041,288.686,52.868
1.143,289.096,46.988
0.921,288.474,44.542
1.126,289.575,66.65
1.143,289.755,76.584
0.972,288.537,55.425
0.972,288.174,45.399
0.972,290.563,61.107
1.143,292.608,67.397
1.075,293.22,63.132
1.126,293.578,75.41
1.177,290.484,32.433
1.211,290.728,40.17
1.279,290.165,39.985
0.751,287.899,42.465
0.955,288.812,43.035
1.126,288.072,47.478
1.092,289.03,44.256
0.989,291.088,40.72
1.262,291.116,35.014
0.921,290.834,36.823
0.955,290.175,43.634
1.075,289.286,47.661
1.126,290.547,49.529
0.955,289.013,44.436
0.938,287.449,45.609
1.006,289.159,47.448
1.245,291.119,52.182
1.143,292.16,51.791
1.041,290.189,43.833
0.785,289.54,41.199
0.887,289.574,38.605
0.921,289.628,46.103
1.126,287.448,42.009
1.16,287.156,42.759
1.006,287.717,44.943
0.716,287.126,50.896
1.075,288.006,38.556
1.177,287.214,40.182
1.16,287.987,51.45
0.955,291.433,51.837
0.785,291.518,57.518
1.075,289.688,45.491
1.075,288,48.723
0.921,288.33,46.949
1.143,287.49,42.412
1.177,287.893,41.945
0.887,291.59,23.018
1.109,292.382,33.156
1.262,289.919,54.27
1.126,290.094,55.958
0.921,287.914,49.798
0.819,287.559,41.571
0.819,286.57,33.233
1.194,289.011,40.409
1.006,286.857,40.292
1.177,284.785,30.166
1.109,287.415,37.069
0.938,289.413,44.38
1.16,288.073,42.992
0.989,287.157,39.303
1.143,286.634,33.373
1.058,287.865,45.778
0.938,289.505,51.339
1.058,289.501,42.512
0.87,289.32,26.606
0.938,290.968,32.038
1.228,291.94,47.871
1.058,291.819,52.789
0.887,291.207,53.115
1.177,292.391,65.714
0.955,292.99,70.157
0.938,289.421,53.698
1.228,290.394,47.869
1.041,285.467,48.563
0.904,284.698,42.495
1.075,284.659,38.741
1.075,289.406,29.033
0.819,290.158,40.003
0.938,289.451,41.202
1.075,288.48,38.404
1.006,286.214,40.783
1.041,284.9,36.134
0.768,283.579,23.466
1.041,284.476,22.784
1.092,285.725,44.741
1.041,282.721,51.128
1.058,281.218,40.732
1.058,280.387,29.284
1.331,283.729,33.44
1.245,282.838,39.811
1.399,286.74,49.224
1.109,286.474,44.215
1.092,285.106,41.274
1.075,284.054,43.676
1.211,284.593,28.61
0.989,283.857,18.549
1.348,285.591,34.733
0.955,287.886,50.908
1.023,287.477,43.965
1.109,285.611,34.741
1.228,285.627,34.118
1.092,287.667,36.423
1.126,285.753,37.907
1.143,284.792,22.83
1.023,283.574,46.761
1.211,284.308,50.569
1.075,284.173,20.465
1.041,284.796,19.684
1.143,284.477,13.068
1.279,284.133,14.827
1.211,285.589,20.679
1.143,284.478,16.822
1.075,282.248,24.93
1.365,280.914,11.919
1.075,280.96,10.533
1.023,284.052,18.044
0.938,284.204,33.28
1.262,282.349,18.606
1.041,280.199,10.463
1.228,281.294,13.63
1.075,283.89,10.209
1.16,280.246,16.785
1.092,283.343,32.379
1.279,283.111,43.792
0.768,283.146,43.737
0.938,282.802,54.107
1.518,279.503,27.094
1.331,284.136,47.867
1.126,281.822,43.468
1.296,281.507,42.141
1.535,278.331,21.531
1.262,281.588,53.531
1.228,279.2,50.022
1.16,276.854,41.614
1.211,277.859,38.441
1.228,279.052,52.179
1.501,281.054,50.493
1.211,277.354,46.475
1.416,275.709,31.516
1.279,279.418,41.957
1.245,278.124,40.662
1.569,279.961,56.767
1.348,277.627,45.974
1.211,277.93,40.329
1.382,276.11,41.409
1.16,275.162,29.819
1.262,274.684,34.453
1.313,276.03,21.366
1.433,278.181,37.707
1.638,281,20.538
1.62,282.216,31.201
1.569,281.426,47.091
1.023,278.974,44.238
1.245,283.256,53.479
1.126,283.81,50.779
1.552,281.693,48.683
1.501,280.798,49.464
1.876,279.338,55.324
1.348,278.033,43.224
1.518,283.649,44.06
1.292,277.667,25.409
1.024,273.323,25.698
1.073,271.99,8.933
1.085,274.952,19.94
0.987,277.733,31.814
1.255,275.643,6.996
1.341,279.313,20.885
1.17,278.811,42.024
1.012,275.53,26.555
1.012,277.344,33.208
0.902,278.525,26.059
1.097,281.803,27.249
0.878,284.212,35.832
0.951,282.813,40.696
0.792,282.321,58.92
1.024,284.085,51.029
1.012,280.727,22.496
0.939,277.345,25.628
0.67,275.752,11.902
0.792,276.453,18.183
0.792,274.373,10.557
0.89,275.958,32.736
0.768,278.485,50.649
0.975,277.594,29.823
0.683,278.978,21.12
0.865,277.605,33.024
0.817,274.187,46.696
0.951,273.205,40.318
0.878,273.65,30.238
0.695,274.696,39.614
0.963,273.155,15.432
0.719,276.951,19.721
0.987,278.999,30.647
0.951,279.125,41.648
0.853,283.669,64.826
0.926,283.69,69.853
0.829,282.974,70.184
0.853,281.562,58.478
0.865,276.653,19.044
0.707,280.961,29.739
0.658,281.823,29.356
0.841,282.798,39.191
0.731,281.1,35.78
0.89,279.321,52.352
0.951,278.203,36.396
0.756,277.939,37.98
0.951,278.657,34.41
0.817,278.371,11.085
0.89,277.454,8.94
0.804,277.878,12.871
0.768,277.791,10.978
0.792,277.498,7.424
0.695,278.017,3.97
0.902,280.546,19.857
0.89,281.877,28.813
0.744,283.114,31.751
0.878,281.678,54.227
0.756,277.996,48.207
0.853,276.592,50.975
0.804,277.101,52.052
0.707,277.126,54.362
0.634,275.484,53.368
0.744,275.681,44.932
0.878,276.787,44.754
0.963,276.022,69.116
0.975,276.115,32.076
0.902,276.798,25.422
0.853,279.319,49.871
0.804,281.691,61.828
0.878,280.474,49.526
0.999,281.014,43.448
0.902,281.362,35.593
0.987,279.169,29.282
0.744,282.544,16.34
0.756,281.276,25.922
0.78,279.946,32.7
0.646,278.22,25.207
0.707,277.216,25.669
0.561,279.76,31.981
0.914,281.694,24.077
0.902,283.108,19.617
0.939,282.161,26.324
0.646,282.246,24.381
0.987,281.896,18.881
0.646,281.213,21.46
0.585,281.296,33.376
0.804,281.538,27.709
0.695,282.599,25.828
0.804,282.343,40.112
0.975,285.84,44.383
0.683,286.829,46.104
0.78,287.375,45.781
0.841,283.135,50.756
0.89,282.167,61.594
0.719,284.474,64.773
0.804,288.341,55.189
0.695,286.068,42.728
0.865,285.155,45.282
0.78,284.041,49.326
0.792,284.341,43.36
0.744,285.031,40.988
0.914,281.922,59.184
0.829,280.283,43.572
0.78,282.95,50.624
0.744,284.204,41.174
0.707,285.057,36.944
1.036,285.74,40.878
0.768,285.625,47.415
0.853,288.505,50.463
0.683,289.173,50.336
0.695,289.575,57.481
0.67,290.21,59.091
0.817,290.594,63.054
0.744,289.683,72.433
0.536,287.724,80.236
0.865,285.521,77.976
0.756,283.844,74.682
0.78,284.774,78.672
0.999,287.135,71.891
0.744,288.118,81.191
0.683,286.943,83.135
0.695,284.171,87.801
0.695,283.126,70.543
0.707,283.405,62.365
0.646,286.862,64.265
0.658,290.203,71.917
0.731,291.003,72.243
0.719,289.122,68.497
0.622,287.967,61.265
0.67,288.455,57.034
0.731,286.897,47.474
0.585,286.121,61.086
0.622,286.029,58.691
0.658,284.849,66.429
0.573,285.265,67.966
0.719,288.129,52.019
0.634,287.965,54.633
0.634,287.265,42.113
0.585,287.025,44.695
0.768,287.495,49.516
0.817,287.937,57.467
0.658,287.785,62.302
0.853,287.363,56.47
0.634,286.534,48.706
0.78,287.151,53.007
0.768,285.63,51.051
0.744,285.811,48.482
0.634,285.961,54.796
0.658,288.904,52.235
0.634,288.153,43.035
0.658,284.925,49.146
0.731,288.065,42.315
0.89,290.338,48.301
0.658,290.25,52.118
0.597,290.24,54.747
0.707,288.535,64.002
0.67,286.3,42.45
0.731,287.428,54.686
0.78,286.904,57.411
0.707,286.436,46.836
0.707,284.817,40.52
0.658,285.093,45.972
0.524,283.502,46.896
0.829,290.119,40.33
0.756,289.614,48.493
0.817,289.617,37.29
0.622,286.774,43.972
0.67,285.725,39.819
0.707,286.601,45.096
0.622,287.695,47.398
0.609,288.258,33.831
0.585,289.509,49.055
0.853,287.703,49.922
0.744,287.655,47.816
0.695,287.32,46.795
0.731,290.756,35.257
0.804,293.494,29.931
0.792,297.209,50.901
0.841,292.574,28.204
0.634,289.162,48.626
0.609,287.79,41.29
0.756,288.391,48.846
0.731,289.306,48.63
0.646,291.169,64.061
0.865,291.526,55.857
0.731,292.118,54.103
0.585,288.835,49.136
0.768,288.223,48.072
0.744,287.847,50.571
0.792,289.808,51.116
0.597,289.47,43.185
0.865,290.457,49.555
0.756,289.859,54.597
0.646,287.512,44.865
0.731,288.966,42.957
0.622,290.651,48.197
0.683,288.075,39.978
0.512,287.778,35.819
0.792,287.519,37.946
0.865,288.132,29.186
0.634,287.791,25.672
0.683,287.961,30.304
0.646,287.698,43.882
0.817,287.486,44.051
0.463,289.202,51.27
0.695,289.651,41.253
0.719,289.202,32
0.683,290.06,47.73
0.634,290.905,66.3
0.658,289.527,44.386
0.804,288.638,44.249
0.841,291.064,57.093
0.744,293.081,57.863
0.78,293.656,50.572
0.853,294.156,59.939
0.975,290.369,29.47
0.707,291.066,31.704
0.695,290.05,34.625
0.683,287.464,38.337
0.78,288.888,38.344
0.475,288.364,44.5
0.683,289.501,38.212
0.804,291.074,35.165
0.561,291.62,26.225
0.719,290.795,35.054
0.78,290.205,38.001
0.646,288.882,39.336
0.719,290.61,41.783
0.756,289.541,30.595
0.792,287.13,35.299
0.695,288.999,38.837
0.841,291.105,45.637
0.817,292.422,39.327
0.67,290.575,29.392
0.524,289.423,24.057
0.719,289.462,32.785
0.67,289.458,39.799
0.744,287.063,25.042
0.731,287.161,34.353
0.585,287.64,37.763
0.695,287.039,38.701
0.683,288.077,28.046
0.768,287.488,21.764
0.609,288.683,36.039
0.707,291.958,39.966
0.731,291.359,53.575
0.561,289.603,41.321
0.658,287.992,44.691
0.695,288.119,41.479
0.695,287.356,36.178
0.768,287.881,35.228
0.926,291.678,15.205
0.719,292.393,31.44
0.695,289.765,51.657
0.634,289.954,51.201
0.609,287.687,43.691
0.792,287.397,33.756
0.658,286.526,21.417
0.719,289.05,33.597
0.768,286.689,35.203
0.658,284.26,23.341
0.829,287.199,29.912
0.683,289.28,46.707
0.89,287.973,35.27
0.524,287.045,30.425
0.597,286.47,27.453
0.768,287.674,33.559
0.719,289.392,44.097
0.768,289.909,34.958
0.67,289.49,20.972
0.719,291.416,28.291
0.792,292.027,38.747
0.853,292.04,40.442
0.817,291.261,41.678
0.951,292.356,52.019
0.719,292.816,56.362
0.78,289.608,44.123
0.475,290.226,42.652
0.792,285.377,42.732
0.585,284.562,34.5
0.683,284.813,34.95
0.67,289.634,27.365
0.78,289.915,37.004
0.719,289.343,35.612
0.573,289.233,29.466
0.597,286.784,15.997
0.646,284.685,20.148
0.439,282.982,12.956
0.609,284.31,12.902
0.683,285.56,39.274
0.817,282.586,43.753
0.561,280.934,28.731
0.695,279.761,18.943
0.646,283.401,24.322
0.573,282.498,32.924
0.951,287.038,48.589
1.012,287.013,40.123
0.731,284.842,37.177
0.658,283.797,30.486
0.829,284.126,16.627
0.573,284.089,8.776
0.756,285.58,32.247
0.609,288.019,46.984
0.817,287.433,37.28
0.829,285.453,28.116
0.865,285.807,28.324
0.719,287.429,28.437
0.609,285.427,25.782
0.804,284.601,11.305
0.439,283.049,37.816
0.695,284.099,37.966
0.707,283.735,8.71
0.841,284.658,12.669
0.804,284.291,5.573
0.719,284.501,9.88
0.646,285.669,11.361
0.548,284.345,11.739
0.622,282.341,14.762
0.548,280.754,5.315
0.804,280.965,5.734
0.744,284.005,13.622
0.768,284.266,23.918
0.744,282.175,9.455
0.744,279.953,5.894
0.902,281.061,7.595
0.707,284.269,3.13
0.634,279.804,7.757
0.768,283.035,25.301
0.853,283.055,34.073
0.756,282.979,40.253
0.609,282.482,46.002
0.731,279.072,16.635
0.926,283.886,44.296
0.634,281.716,36.909
0.89,281.684,31.321
0.756,277.707,14.087
0.939,281.624,45.292
0.914,279.179,41.683
1.012,276.452,30.468
0.829,277.692,26.227
0.926,278.964,45.286
0.963,281.29,44.04
0.756,277.037,31.801
1.085,275.04,16.561
0.89,279.334,33.096
0.975,277.901,34.1
1.06,279.829,51.872
0.963,277.357,35.581
0.939,277.996,37.709
1.097,275.427,36.345
0.634,274.357,19.71
0.841,273.969,21.729
0.683,275.918,13.649
0.878,278.085,25.718
1.219,281.647,17.281
0.951,282.033,22.152
1.036,281.29,43.806
0.853,278.598,36.756
1.048,283.198,54.166
0.817,283.655,48.713
0.926,281.501,39.146
0.951,280.729,43.405
1.073,279.399,48.642
0.853,278.382,32.566
1.036,283.926,42.251
1.549,278.08,29.602
1.549,274.021,32.326
1.63,273.232,20.506
1.78,275.594,31.853
1.468,278.211,39.597
1.687,276.747,18.779
1.595,280.186,35.37
1.734,279.065,51.786
1.549,275.916,38.346
1.56,278.242,45.929
1.618,279.177,38.946
1.641,282.415,43.732
1.468,284.037,46.765
1.491,282.694,53.303
1.491,282.507,64.492
1.317,283.803,57.145
1.514,281.142,34.642
1.179,277.81,32.274
1.341,275.606,19.399
1.329,275.671,22.637
1.549,274.218,17.985
1.306,275.718,34.886
1.514,278.365,51.409
1.341,277.906,38.334
1.41,279.054,33.112
1.306,278.142,38.395
0.994,274.601,50.017
1.283,273.282,43.607
1.294,273.62,33.884
1.144,274.292,44.76
1.329,272.815,28.717
1.63,277.477,34.348
1.144,279.574,43.25
1.213,279.562,51.679
1.306,283.258,73.387
1.248,283.297,75.301
0.971,282.62,75.412
1.144,281.48,67.852
1.237,277.246,31.637
1.329,281.18,39.672
1.317,282.097,43.712
1.26,282.921,55.139
1.167,280.803,50.391
1.179,279.974,60.712
1.375,278.115,49.553
1.271,278.321,51.461
1.133,278.934,46.685
1.202,278.772,18.231
1.063,278.296,12.853
1.306,279.346,23.648
1.237,278.568,16.845
1.04,278.176,14.428
1.121,278.978,12.562
1.156,281.122,33.798
1.352,281.973,46.944
1.156,282.948,45.181
1.445,281.394,64.024
0.971,278.086,56.616
1.179,276.802,55.569
1.156,277.235,57.06
1.179,277.441,59.576
1.329,275.822,58.131
1.317,276.013,51.435
1.225,276.664,50.075
1.479,276.407,70.567
1.41,276.302,40.231
1.502,277.232,36.552
1.306,279.642,63.072
1.387,281.719,70.986
1.341,280.599,61.043
1.202,281.276,52.768
1.398,281.256,47.835
1.317,279.532,36.233
1.422,283.258,22.888
1.179,282.355,29.026
1.306,280.875,40.952
1.375,278.861,36.161
1.109,277.557,40.367
1.156,279.59,44.062
1.341,281.224,38.502
1.294,283.232,34.795
1.202,282.74,36.315
1.225,282.923,31.52
1.364,282.865,29.322
1.121,282.539,26.956
