mortality_rate,T2M,PM10
1.539,293.4,23.777
1.282,292.625,14.879
1.003,292.315,12.26
0.991,292.962,18.952
0.979,293.284,14.768
1.049,291.885,14.696
0.979,290.849,15.883
1.306,291.023,14.561
0.968,290.555,13.094
0.816,290.924,15.835
1.084,292.842,17.676
1.131,294.173,16.564
1.061,293.339,14.662
1.166,292.754,12.095
0.898,290.068,10.378
0.898,290.678,12.639
1.131,291.05,12.936
0.898,290.063,12.401
0.909,289.388,11.568
0.909,289.416,11.81
1.014,290.424,13.233
1.166,292.767,17.415
1.014,293.439,20.95
1.026,290.85,12.982
0.851,288.846,11.598
1.014,289.831,14.521
1.003,290.717,14.283
0.956,292.207,13.267
1.003,292.844,12.407
1.084,291.862,16.07
0.863,291.531,14.232
0.909,290.573,10.691
1.177,290.015,11.942
0.944,291.403,11.644
0.933,290.39,11.353
0.839,290.885,12.912
1.003,290.582,13.969
0.921,288.744,11.413
1.108,289.136,13.879
1.073,289.549,16.084
0.968,290.951,14.163
0.991,291.097,13.171
1.142,290.612,12.603
1.247,289.839,8.332
1.108,289.632,11.26
1.282,289.306,12.733
1.084,287.692,10.876
1.177,288.075,11.356
1.341,290.365,21.252
1.084,290.89,15.439
1.026,289.657,12.933
1.049,288.552,12.86
0.956,289.259,13.429
1.084,292.054,15.194
1.154,292.485,13.899
0.909,291.767,7.82
1.038,290.023,5.095
1.038,288.474,11.231
1.026,286.798,10.764
1.142,289.93,9.271
1.166,287.577,10.474
0.839,287.551,10.513
0.956,287.311,10.227
1.142,286.96,12.494
1.201,286.701,16.531
1.177,287.585,18.734
1.201,288.365,22.362
1.236,288.669,19.723
1.212,288.813,20.357
1.224,289.346,19.621
1.049,290.19,17.048
1.073,287.975,11.825
0.968,287.21,18.098
1.189,288.819,13.267
0.968,289.967,15.144
1.131,290.648,15.056
1.061,287.816,11.317
1.084,287.86,15.753
0.898,289.504,16.429
1.003,287.263,13.559
1.236,286.485,11.73
1.084,284.634,12.255
1.026,284.619,12.971
1.038,286.977,11.787
1.014,289.27,14.044
1.177,287.892,19.227
1.131,289.47,24.932
0.991,288.232,15.182
1.282,285.164,11.149
0.933,283.184,11.81
1.073,283.934,11.345
1.271,286.459,14.709
1.212,287.753,22.129
1.108,287.672,11.538
1.061,285.629,13.638
1.131,287.079,9.208
1.131,286.438,10.741
1.271,287.979,10.136
1.119,287.053,14.696
1.189,287.763,15.19
1.073,287.268,10.006
0.968,286.837,21.377
1.282,289.729,37.8
1.329,288.849,39.127
1.189,288.171,34.925
1.096,286.164,31
1.119,284.463,22.828
1.294,283.208,16.465
1.282,283.574,21.311
1.306,284.12,18.202
1.014,282.909,11.982
1.224,281.042,13.25
1.376,283.092,18.277
1.177,282.307,12.259
1.212,278.245,10.834
1.259,279.799,13.153
1.038,282.534,12.958
1.177,282.468,7.791
1.317,278.984,12.413
1.073,278.003,15.789
1.247,282.463,12.753
1.434,285.635,13.208
1.352,285.584,16.671
1.271,286.146,15.313
1.271,283.983,12.106
1.399,283.554,14.123
1.131,282.317,24.251
1.282,285.764,18.936
1.026,286.67,13.807
1.317,287.773,12.441
1.108,287.069,12.125
1.084,281.702,11.672
1.352,278.472,12.791
1.352,279.136,8.912
1.294,279.977,10.809
1.142,277.584,13.527
1.247,282.971,8.409
1.317,283.952,7.563
1.201,282.474,8.856
1.224,279.833,9.413
1.294,277.131,19.602
1.294,278.112,23.744
1.108,278.79,17.435
1.166,280.548,13.95
1.247,279.958,19.439
1.317,280.507,22.176
1.026,279.29,17.555
1.224,278.451,21.378
1.376,278.187,16.673
1.247,275.187,18.526
1.224,273.476,15.41
1.306,272.462,20.224
1.329,272.313,20.449
1.259,270.953,21.315
1.457,272.634,19.431
1.341,273.423,18.771
1.259,271.926,10.35
1.422,270.916,16.312
1.492,268.413,19.248
1.341,277.673,8.458
1.492,273.314,15.108
1.504,270.447,24.989
1.329,271.269,29.043
1.434,273.077,19.579
1.492,274.057,14.35
1.562,277.256,16.367
1.411,278.185,15.32
1.422,276.13,19.684
1.352,275.044,19.58
1.574,275.212,19.002
1.247,275.295,18.837
1.585,276.033,11.17
1.609,270.649,10.22
1.772,271.639,12.112
1.469,270.479,22.025
1.457,270.48,24.294
1.69,273.428,22.677
1.574,273.208,19.344
1.655,273.207,11.408
1.725,272.087,12.248
1.527,270.159,19.023
1.795,269.73,24.216
1.842,275.801,17.891
1.644,279.42,16.424
1.807,279.567,23.378
1.924,277.261,29.472
1.935,276.86,29.63
1.882,273.984,14.616
1.787,275.219,11.069
1.825,274.756,13.299
1.711,271.926,20.013
1.749,273.958,12.737
2.148,273.809,12.142
1.901,268.842,13.525
1.825,269.999,19.004
1.806,271.393,13.897
1.711,274.099,11.26
2.091,274.145,27.621
1.882,275.219,26.475
1.768,276.533,14.967
1.749,275.841,17.143
1.616,280.439,15.258
1.616,281.204,9.096
1.901,279.542,14.016
1.787,279.68,12.468
1.882,278.587,17.016
1.597,278.648,11.72
1.483,279.197,15.608
1.711,281.664,11.062
1.502,277.336,13.879
1.368,277.05,13.429
1.673,277.353,22.196
1.73,274.803,41.445
1.768,276.337,40.077
1.654,278.843,13.771
1.882,277.724,8.115
1.749,274.415,9.473
1.407,274.44,10.43
1.559,277.037,12.03
1.901,280.197,9.865
1.882,280.271,10.505
1.844,280.898,15.957
1.787,280.282,11.374
1.311,279.409,18.725
1.273,277.113,22.802
1.387,275.51,24.294
1.996,275.701,13.616
1.426,274.769,13.766
1.616,274.038,12.151
1.54,275.938,15.792
1.464,275.201,11.467
1.33,276.264,15.202
1.787,277.267,14.886
1.635,278.307,9.608
1.92,276.973,17.912
1.407,276.594,18.816
1.806,275.974,16.315
1.349,275.333,9.821
1.407,277.772,7.785
1.635,276.763,11.566
1.464,277.299,14.849
1.635,280.109,14.002
1.445,279.524,13.49
1.616,278.945,9.046
1.311,279.879,10.796
1.083,278.323,11.603
1.14,278.069,11.823
1.521,277.674,18.789
1.254,277.925,20.374
1.445,276.752,18.913
1.254,276.627,24.553
1.54,277.549,18.028
1.292,274.412,17.073
1.426,275.16,17.607
1.445,277.582,22.932
1.844,277.357,18.968
1.521,277.063,25.005
1.445,278.936,19.042
1.216,279.141,17.512
1.14,279.778,14.215
1.273,279.205,15.192
1.273,279.146,20.588
1.768,282.133,26.773
1.311,283.311,32.186
1.502,282.609,14.707
1.806,282.605,15.425
1.368,281.714,14.554
1.578,281.194,16.166
1.464,280.405,19.216
1.502,282.319,25.069
1.635,281.923,14.574
1.216,281.594,12.733
1.597,281.392,12.631
1.464,281.255,11.625
1.349,282.177,12.341
1.14,280.082,8.431
1.387,277.821,6.483
1.578,279.018,8.911
1.483,280.054,9.403
1.311,280.01,11.251
1.197,279.627,9.34
1.311,282.413,12.529
1.083,282.632,15.223
1.54,281.952,11.622
1.33,281.895,15.283
1.635,282.981,22.543
1.33,283.777,30.028
1.311,282.569,17.141
1.121,282.385,22.531
1.692,282.364,22.416
1.349,281.634,24.51
1.464,282.22,24.579
1.311,281.54,20.336
1.216,281.844,29.768
1.102,282.947,35.409
1.292,282.627,34.71
1.426,281.572,16.816
1.273,280.675,16.34
1.387,281.649,23.055
1.502,282.183,27.508
1.254,284,37.348
1.311,284.324,19.977
1.521,284.44,13.918
1.33,283.995,19.032
1.254,286.438,27.17
1.73,283.944,18.088
1.464,283.587,15.88
1.311,283.597,9.887
1.273,282.449,8.829
1.54,281.119,12.336
1.273,282.321,18.237
1.33,283.18,16.499
0.95,283.162,16.527
0.95,281.941,14.909
1.273,281.079,11.241
1.216,282.689,12.56
1.483,282.548,14.301
1.502,281.38,13.236
1.102,280.861,13.169
1.292,281.143,14.464
1.254,281.724,11.801
1.216,283.232,13.819
1.292,283.541,16.573
1.311,284.129,12.823
1.273,284.946,17.008
1.064,285.429,19.197
1.178,287.879,21.242
1.387,288.833,23.042
1.387,289.748,17.863
1.273,289.655,19.344
1.597,290.116,19.867
1.083,289.099,27.438
1.197,286.808,21.048
1.197,285.065,13.601
1.14,285.719,13.077
1.387,285.642,14.401
1.254,286.553,8.23
1.178,286.942,11.024
1.273,285.462,8.71
1.121,287.067,16.736
1.387,288.829,22.234
1.121,289.808,23.863
1.064,288.53,23.324
1.159,288.474,11.946
1.121,286.107,9.538
1.559,286.971,9.535
1.254,287.504,11.789
1.254,289.281,16.578
1.33,288.478,15.72
1.14,287.281,11.798
1.368,287.221,12.5
1.235,287.908,12.801
1.14,287.006,13.152
1.045,288.001,14.103
1.235,288.885,13.031
0.95,288.987,16.276
1.083,287.349,14.162
1.121,287.623,12.568
1.159,289.129,14.28
1.368,289.086,15.335
1.197,289.45,20.747
1.349,289.649,17.704
1.292,290.09,16.975
1.235,290.952,21.153
1.064,291.239,24.346
1.387,291.24,23.03
1.502,291.552,13.507
1.159,290.702,12.105
1.311,291.177,16.634
1.464,290.545,12.26
1.407,289.747,16.659
1.368,289.64,16.077
1.102,289.013,14.018
1.178,289.214,12.324
0.969,290.273,17.149
1.045,290.45,18.182
1.026,291.537,17.629
1.197,291.93,13.356
1.045,289.939,9.921
1.235,288.931,9.174
1.026,290.12,11.843
1.064,289.489,12.859
1.178,289.326,10.662
0.95,287.939,10.761
1.33,288.38,11.987
1.216,289.72,13.575
1.083,290.7,14.424
1.159,290.525,11.165
1.064,288.601,11.825
1.197,288.022,8.172
1.14,289.19,14.272
1.197,289.222,11.253
1.026,290.797,15.32
1.387,291.677,12.388
1.14,290.34,15.911
0.969,289.704,14.267
1.216,289.556,10.379
1.007,289.516,10.738
0.969,290.275,12.159
1.159,289.462,10.015
1.197,289.713,11.527
1.235,289.531,11.469
1.197,288.859,12.249
1.064,288.812,13.654
1.045,289.364,14.934
1.159,289.859,13.397
1.33,289.861,11.519
1.102,289.183,9.735
1.33,289.173,8.484
1.197,289.222,9.703
1.159,288.657,13.283
1.387,288.398,10.844
1.083,288.254,9.388
1.368,290.031,22.345
1.197,290.284,17.383
1.273,289.08,11.813
1.083,288.208,13.342
1.292,288.739,13.279
1.235,291.043,16.151
0.779,290.993,13.446
1.14,290.114,8.55
1.007,288.641,5.892
1.368,288.273,13.297
1.311,286.736,10.531
1.273,289.357,8.772
1.464,287.853,9.764
1.254,287.755,10.041
0.969,287.455,10.756
1.254,286.8,10.599
1.159,287.077,16.831
1.159,288.096,19.291
1.445,288.684,23.934
1.33,288.831,23.995
0.988,289.272,25.156
1.273,289.569,22.315
1.007,289.401,15.538
1.407,287.601,8.385
1.407,287.67,9.274
1.368,288.566,11.978
1.064,289.964,15.303
1.311,289.717,14.462
1.064,287.505,11.376
1.349,288.779,15.885
1.254,289.126,17.501
1.007,287.4,13.709
0.855,286.234,12.115
1.197,285.16,12.338
1.33,285.155,11.183
1.387,287.645,10.843
1.806,288.667,14.132
1.292,288.291,17.648
1.311,288.745,20.83
1.254,287.55,7.592
1.254,285.644,9.277
1.102,283.941,10.241
1.083,283.743,10.052
1.235,285.471,13.732
1.121,287.306,16.558
1.426,287.194,8.543
1.178,285.628,12.382
1.311,287.213,9.182
1.178,286.171,10.065
1.064,286.653,6.096
1.368,286.35,12.296
1.464,287.627,15.117
1.14,287.044,9.735
1.311,287.471,15.925
1.387,290.311,32.787
1.445,289.524,37.538
1.254,288.876,35.015
1.216,286.532,28.113
1.14,284.347,24.376
1.387,282.84,23.32
1.064,282.898,35.989
1.197,284.222,24.093
1.045,283.604,11.372
1.121,281.294,13.822
1.597,284.471,14.199
1.216,283.464,11.813
1.33,280.502,9.39
1.178,281.225,10.493
1.597,283.672,10.161
1.426,282.985,7.106
1.254,280.481,10.208
1.064,279.092,14.398
1.045,284.879,11.333
1.445,286.029,12.73
1.445,286.184,15.706
1.235,286.43,14.254
1.387,284.445,10.353
1.292,284.161,11.468
1.387,283.136,18.915
1.311,286.075,17.831
1.311,286.682,14.777
1.292,287.426,14.886
1.14,286.652,13.019
1.292,282.191,8.877
1.083,279.507,10.559
1.597,281.259,6.901
1.407,280.45,9.031
1.33,278.857,12.869
1.083,284.23,7.244
1.692,284.073,6.698
1.254,282.594,8.989
1.616,279.483,8.377
1.14,278.92,12.06
1.578,280.089,14.143
1.33,281.599,9.035
1.825,281.783,11.706
1.216,281.224,15.176
1.254,281.671,19.578
1.426,279.317,16.555
1.197,278.258,20.142
1.368,278.772,16.621
1.368,277.299,13.84
1.387,274.88,11.563
1.445,274.981,12.892
1.407,273.343,15.5
1.273,271.664,18.131
1.54,273.33,20.024
1.768,273.87,15.34
1.445,272.889,9.59
1.787,272.557,13.861
1.616,273.579,17.784
1.387,277.995,7.508
1.521,274.314,11.7
1.635,271.992,21.909
1.368,271.825,28.083
1.692,273.44,17.888
1.349,276.377,9.835
1.597,278.687,12.448
1.806,278.688,12.342
1.692,276.822,16.824
1.673,275.392,18.236
1.426,275.648,20.262
1.521,276.966,16.511
1.578,277.794,9.616
1.768,273.534,7.622
1.806,272.888,8.794
1.635,271.322,23.425
1.977,273.191,17.294
1.882,272.481,21.962
1.616,272.195,18.182
2.224,272.871,13.366
1.711,272.208,11.494
1.844,271.194,18.888
1.92,272.875,19.65
2.224,278.119,13.697
1.787,281.474,16.397
2.091,280.493,18.898
1.597,279.137,24.672
1.882,277.316,24.178
1.81,274.71,8.664
1.81,270.929,9.589
1.964,271.187,9.479
1.887,276.204,5.299
1.81,276.211,5.646
1.926,273.406,5.822
1.733,271.889,7.93
2.08,274.455,6.012
1.502,274.181,5.361
2.118,276.246,6.579
1.849,275.199,4.764
1.618,278.257,8.65
1.733,280.458,7.481
1.772,280.001,7.584
1.695,281.349,4.501
1.887,281.206,7.244
1.656,277.046,10.397
1.81,275.255,8.893
2.157,276.064,11.023
2.08,272.403,12.702
1.81,272.272,12.674
1.733,275.035,14.867
1.309,277.08,12.921
1.464,276.623,9.414
1.309,278.983,8.102
1.502,276.704,10.173
1.425,274.014,6.365
1.464,273.223,10.038
1.464,272.626,14.091
1.618,274.008,14.113
1.001,274.202,12.61
1.656,278.332,9.536
0.886,279.65,7.271
1.772,277.405,5.851
1.541,280.058,8.019
1.849,278.759,3.155
1.618,279.757,3.998
1.618,278.987,4.978
1.348,275.379,9.016
1.695,279.413,10.862
1.618,277.601,9.925
1.849,277.752,13.936
1.117,277.752,8.495
2.003,278.252,8.691
2.041,276.652,7.254
1.194,275.443,13.028
1.656,277.246,12.097
1.579,277.106,27.265
1.464,275.915,32.639
1.348,274.999,17.233
1.271,276.133,29.406
1.541,275.097,29.635
1.387,277.112,21.073
1.579,280.349,10.734
1.387,280.867,11.883
1.348,282.284,10.572
1.387,279.228,7.357
1.387,277.055,8.131
1.656,276.527,13.41
1.309,275.439,18.102
2.08,274.854,21.58
1.117,274.562,22.667
1.271,277.342,22.964
1.656,277.17,16.26
1.926,275.519,15.958
1.733,274.017,22.826
1.425,276.676,22.535
1.733,276.886,5.901
1.656,278.064,8.075
1.502,277.161,6.03
1.579,279.277,13.648
1.464,277.928,11.102
1.656,276.438,8.373
1.425,278.541,23.364
1.117,278.648,33.096
1.464,278.54,23.808
1.926,276.643,10.16
1.155,277.942,9.158
1.502,280.031,9.746
1.502,281.905,8.005
1.078,281.928,10.55
0.924,282.642,13.699
1.117,282.167,14.367
1.271,279.092,16.998
1.271,278.741,11.975
1.271,278.436,13.462
1.309,279.282,14.732
1.849,280.174,20.799
1.117,280.655,16.308
1.502,282.985,8.826
1.733,284.598,10.312
1.155,283.567,7.363
1.348,280.797,7.188
1.348,280.361,7.921
1.348,284.677,6.395
1.232,286.217,7.97
1.387,282.992,9.501
1.695,284.048,15.14
1.078,284.965,25.746
1.541,284.354,22.769
1.271,281.676,12.038
1.387,280.47,8.843
1.194,279.789,7.499
1.001,282.577,11.436
1.271,283.222,10.874
1.155,283.162,11.451
1.271,282.901,16.152
1.579,283.837,23.112
1.271,284.117,38.664
1.695,284.391,38.281
1.155,285.848,50.476
1.502,287.275,48.718
1.078,286.645,29.547
1.656,284.855,7.919
1.541,283.524,13.116
1.387,282.198,13.125
1.733,281.333,16.349
1.232,281.739,13.647
0.924,283.965,24.41
1.502,283.962,21.197
1.348,283.966,15.054
1.579,281.88,11.869
1.926,281.246,9.792
1.425,281.659,12.065
1.425,282.23,19.483
1.271,285.535,13.093
1.425,288.133,19.113
1.695,286.773,6.422
1.887,285.52,9.616
1.271,285.523,9.438
1.078,284.484,8.63
0.77,283.194,5.939
1.232,282.192,6.232
1.464,281.995,5.006
1.387,281.842,8.109
1.387,284.185,6.035
1.733,284.801,4.436
1.502,284.353,8.736
1.309,283.327,7.616
1.579,283.755,7.27
1.271,285.053,7.802
1.618,283.962,4.929
1.232,283.364,6.506
1.078,282.575,5.66
1.078,284.926,11.721
1.001,283.944,9.481
1.464,283.482,5.818
1.04,283.445,8.004
1.541,284.209,10.064
0.886,282.944,10.476
1.502,283.393,5.466
1.194,286.185,11.818
0.924,289.417,12.222
1.425,289.963,19.006
1.117,285.546,15.054
1.579,282.993,10.217
1.348,284.623,7.945
1.232,284.015,7.256
1.232,284.168,5.837
1.348,282.835,5.196
1.194,282.631,7.435
1.04,283.177,5.519
1.271,283.173,6.271
1.464,287.045,6.106
1.464,286.53,6.299
1.232,287.659,9.704
1.232,286.16,9.541
1.618,284.397,9.419
0.963,284.676,8.309
1.117,285.346,7.291
1.348,286.624,8.008
1.117,286.312,8.451
0.77,286.075,4.971
1.656,284.248,6.407
1.232,284.651,6.361
1.117,287.671,6.056
1.618,291.044,9.348
1.078,292.529,11.762
1.309,287.589,7.83
1.117,285.951,6.406
1.078,285.208,5.967
1.194,285.853,9.657
1.155,286.897,10.684
1.271,288.796,11.864
1.04,289.801,18.184
1.81,290.344,18.619
1.309,287.281,7.166
1.155,286.586,6.189
1.117,286.159,9.527
1.348,286.761,6.327
1.425,287.505,8.23
1.502,287.161,7.413
0.924,286.279,7.382
1.194,285.621,6.081
1.579,287.785,7.992
1.348,288.633,7.223
1.348,286.752,3.366
1.541,286.038,3.281
1.579,286.337,5.714
1.04,287.038,7.151
1.117,286.414,8.867
0.77,286.158,8.119
1.001,285.454,6.362
1.194,285.556,6.817
1.464,286.354,9.179
1.001,286.818,8.456
1.155,287.344,10.173
1.733,288.286,12.246
1.155,288.777,12.266
1.232,287.191,10.956
1.001,287.895,13.817
1.271,289.87,15.761
1.309,290.567,11.978
1.194,289.708,9.871
1.348,290.019,10.346
1.502,288.507,10.31
1.309,287.884,5.187
1.541,285.378,3.668
1.155,285.531,3.056
0.924,286.393,6.157
1.309,286.075,9.241
1.502,286.546,4.827
1.271,287.682,3.749
1.04,287.297,9.143
1.001,288.646,6.885
1.194,286.847,5.958
1.309,285.955,7.528
1.194,286.351,5.281
0.963,286.059,7.873
1.232,286.289,10.289
0.847,286.775,6.693
1.618,288.082,7.724
1.001,288.587,7.606
0.886,286.709,8.334
1.194,286.85,9.469
1.271,286.83,8.811
0.886,285.378,6.958
1.155,284.962,11.156
1.656,284.949,7.102
1.04,284.691,7.164
1.194,285.352,7.712
1.001,285.727,6.803
1.04,284.961,8.491
1.271,286.659,13.699
1.001,287.898,12.477
0.924,288.342,4.69
0.77,287.197,7.444
1.232,285.214,4.831
1.309,286.156,3.372
1.271,284.775,6.071
0.732,285.391,5.619
1.425,287.577,8.404
1.078,289.504,9.728
1.155,286.208,7.378
0.963,287.319,8.284
1.387,284.979,7.644
0.809,285.013,7.951
1.271,283.619,9.314
1.232,284.385,10.723
1.155,283.834,4.63
1.155,283.487,4.854
1.117,285.178,6.667
1.464,285.293,7.582
1.425,283.88,9.553
1.117,284.447,13.592
1.117,286.15,14.319
1.502,286.363,11.703
1.464,287.256,8.537
1.117,284.458,6.799
1.541,287.502,10.437
1.425,290.885,17.145
1.117,291.166,21.49
1.309,291.202,24.246
1.464,290.485,26.566
0.924,288.647,15.392
1.155,288.137,11.23
0.847,284.422,11.252
0.693,287.258,7.388
1.541,281.513,4.657
1.579,282.646,7.781
1.387,282.872,5.045
1.387,287.186,5.353
1.656,285.932,4.372
1.618,284.214,5.079
1.194,282.603,4.727
1.425,283.674,10.845
0.924,285.171,19.085
1.232,283.348,19.328
1.078,283.818,11.028
1.271,282.929,6.535
1.309,279.916,4.446
1.425,278.503,6.392
1.425,279.492,6.973
1.155,284.123,8.729
1.117,282.556,15.827
1.271,285.772,18.649
1.348,284.903,25.449
1.502,283.671,14.227
1.271,281.556,12.402
1.04,281.925,12.468
1.502,281.016,11.104
1.078,282.758,8.752
1.464,284.558,12.708
1.579,286.392,9.802
1.309,282.903,8.926
1.04,282.939,15.466
1.194,285.878,10.639
1.348,283.865,16.686
1.232,280.869,9.621
1.425,278.817,10.564
1.579,277.878,11.886
1.348,282.153,35.894
1.271,283.226,30.303
1.001,283.976,22.47
1.387,282.116,26.119
1.425,282.938,12.572
0.886,282.912,28.171
1.271,280.213,29.985
1.502,280.275,29.364
1.425,279.792,36.416
1.926,282.338,21.862
1.155,284.185,12.798
1.541,280.865,25.505
1.348,280.844,28.776
1.502,280.626,30.88
1.425,280.131,19.873
1.04,282.537,12.342
1.194,283.921,9.982
1.348,278.728,6.314
1.579,283.131,8.649
1.464,280.461,8.085
1.348,280.155,12.492
1.425,281.665,6.936
1.618,280.321,8.144
0.77,277.424,7.537
1.04,278.237,5.698
1.579,278.579,7.187
1.579,275.879,5.163
1.271,274.617,3.487
1.541,274.965,5.511
1.541,276.207,4.015
1.464,278.167,6.253
1.618,274.647,7.174
1.464,275.07,7.368
1.425,278.533,6.756
1.772,276.162,7.034
1.579,276.386,5.106
1.464,276.12,5.241
1.464,273.898,7.69
1.232,274.142,6.281
2.08,272.927,5.542
1.541,272.679,5.122
1.271,276.228,6.099
2.157,275.968,10.026
1.579,280.235,9.73
1.695,281.863,13.647
1.078,278.744,8.193
1.387,278.74,7.667
1.695,282.863,8.601
1.387,282.958,12.846
1.348,280.876,8.114
1.464,278.497,6.753
1.425,277.069,4.752
1.464,276.177,6.105
1.502,282.053,5.581
2.225,276.526,9.954
1.701,271.283,10.733
2.083,271.236,13.201
2.154,276.031,9.027
1.842,276.92,7.234
1.871,274.016,8.828
1.984,273.578,8.38
1.743,275.52,7.087
1.729,275.281,8.592
1.885,277.358,6.329
1.857,276.418,6.545
1.729,280.173,7.481
1.814,281.624,7.739
1.63,280.469,8.501
1.729,281.639,6.369
1.672,281.53,8.778
1.573,277.102,13.719
1.715,275.63,12.703
1.403,275.24,14.573
1.446,271.737,15.575
1.474,272.317,14.619
1.559,274.501,18.368
1.389,276.388,14.946
1.587,276.844,11.743
1.261,278.964,11.725
1.531,276.964,11.247
1.687,273.665,8.428
1.261,272.477,11.333
1.46,272.005,17.437
1.417,272.837,20.51
1.531,273.433,19.44
1.516,278.479,10.478
1.474,279.754,10.563
1.545,278.13,8.329
1.134,281.393,6.918
1.417,280.675,3.179
1.346,280.986,5.425
1.46,279.443,8.176
1.559,276.223,10.848
1.46,280.327,14.13
1.332,279.421,9.648
1.446,280.279,12.313
1.176,278.496,10.573
1.431,279.067,7.423
1.559,276.239,7.903
1.559,276.097,13.011
1.446,277.582,15.099
1.332,277.228,27.656
1.304,276.988,36.225
1.502,276.897,15.919
1.247,277.2,27.531
1.46,275.889,26.544
1.219,278.104,20.623
1.304,280.914,11.426
1.446,281.163,13.701
1.219,282.403,11.484
1.417,279.366,7.462
1.332,277.471,9.248
1.375,276.509,13.645
1.417,275.503,19.516
1.02,275.211,22.319
1.162,275,30.071
1.474,276.19,26.867
1.276,277.553,22.504
1.417,275.176,19.757
1.176,274.389,24.947
1.247,276.461,24.626
1.545,277.803,8.56
1.19,279.174,10.196
1.361,278.233,9.705
1.375,280.038,15.512
1.219,277.942,8.572
1.318,276.695,11.586
1.12,280.061,24.752
1.375,279.786,37.979
1.261,279.066,24.937
1.233,276.981,13.677
1.516,278.123,11.532
1.474,280.223,12.291
1.601,282.177,11.557
1.446,281.836,12.997
1.545,282.698,20.146
1.516,282.07,26.304
1.176,280.531,21.692
1.247,279.561,16.825
1.19,279.337,18.105
1.148,279.657,19.999
1.247,280.904,35.246
1.346,281.175,14.884
1.219,283.823,10.664
1.346,285.079,11.59
1.531,283.837,9.298
1.431,280.772,8.475
1.19,280.668,9.139
1.531,284.494,8.29
1.375,286.354,9.552
1.049,282.795,12.076
1.261,283.565,17.109
1.403,285.477,25.495
1.516,284.74,24.524
1.205,281.732,13.898
1.375,280.541,11.911
1.162,279.692,8.408
1.233,282.77,14.178
1.516,283.004,16.994
1.375,283.166,13.392
1.176,283.339,16.962
1.219,284.947,27.027
1.148,285.096,38.993
1.389,285.92,40.798
1.148,287.685,52.994
1.417,288.574,45.02
1.431,286.708,25.124
1.361,285.007,9.008
1.19,284.61,13.849
1.12,283.445,15.542
1.148,282.69,15.647
1.361,282.827,14.029
1.403,284.855,26.755
1.233,285.528,20.923
1.148,285.121,13.308
1.12,283.22,10.622
1.247,282.352,11.097
1.332,283.074,12.091
1.276,284.164,18.199
1.502,286.414,12.118
1.346,288.028,14.342
1.134,287.045,6.058
1.361,285.217,9.336
1.205,285.579,11.825
1.389,284.634,10.624
1.19,283.564,8.749
1.205,282.521,8.271
1.247,282.128,8.01
1.332,282.315,9.414
1.587,284.714,10.356
1.176,285.315,7.261
1.29,284.61,9.677
1.276,283.603,10.69
1.559,284.199,9.141
1.261,285.263,8.86
1.276,284.311,6.742
1.19,284.021,8.403
1.46,283.227,9.498
1.261,285.131,13.43
1.049,283.779,6.744
1.162,283.62,8.563
1.375,284.043,10.298
1.318,285.178,11.105
1.375,283.246,11.081
1.091,283.224,7.348
1.049,286.18,12.519
1.559,288.819,14.876
1.247,290.301,17.608
1.233,288.233,17.896
1.176,284.584,12.974
1.162,284.614,7.989
1.403,284.112,7.241
1.304,284.164,6.089
1.318,282.906,7.523
1.205,282.561,7.813
1.035,283.186,5.653
1.162,283.033,6.687
1.431,287.03,7.648
1.233,287.312,8.413
1.261,287.509,10.324
1.02,285.537,10.408
1.077,284.151,9.218
1.318,285.397,7.867
0.893,285.451,7.962
1.417,286.947,7.968
1.261,286.885,9.058
1.276,286.174,6.318
1.205,284.864,5.995
1.261,284.689,6.444
1.148,288.703,9.121
1.417,291.716,11.02
1.247,292.45,14.236
1.077,287.384,8.189
1.12,285.477,9.173
1.091,285.35,8.06
0.992,286.07,8.447
1.261,287.572,9.449
1.162,289.241,10.884
1.219,291.068,17.731
1.276,289.856,13.774
1.19,286.899,6.879
1.049,286.498,6.014
1.261,286.251,8.531
1.19,287.381,8.155
1.077,286.983,10.918
0.879,287.69,9.685
1.134,287.648,8.518
1.247,286.473,7.041
1.006,288.052,10.159
0.978,288.253,8.861
1.276,287.139,4.88
0.95,286.163,5.128
1.247,285.756,7.75
1.247,287.234,9.228
1.46,286.866,10.295
1.247,286.996,9.498
1.134,285.693,8.144
1.389,285.799,7.581
1.261,286.883,8.855
1.431,287.53,10.276
1.006,288.588,9.38
1.233,289.205,12.269
0.893,289.763,11.323
1.162,288.287,12.801
1.063,288.962,15.079
1.162,290.397,15.124
1.176,290.071,10.364
1.318,289.765,7.091
1.247,290.136,10.725
1.233,289.097,7.818
0.893,287.763,7.353
1.261,286.251,5.778
1.12,285.991,4.776
1.091,286.474,8.172
1.176,286.239,10.242
1.176,287.254,6.735
1.531,288.652,4.932
1.162,288.733,7.455
1.077,288.782,8.118
1.077,287.149,7.414
1.049,286.424,8.874
1.29,287.559,5.987
0.893,286.357,8.925
1.12,286.99,9.645
0.935,287.258,8.15
1.219,288.926,8.546
1.105,288.605,9.334
1.205,287.502,9.518
1.205,288.299,9.841
1.063,286.903,9.89
1.148,286.641,8.916
1.276,285.224,10.284
1.233,285.295,7.4
1.19,285.17,8.767
1.077,285.625,9.763
1.148,285.924,7.926
1.304,285.958,9.619
1.077,287.591,15.671
1.205,288.694,14.023
1.02,288.703,5.9
1.02,287.241,7.974
1.063,285.351,6.034
